,Nome da Embarcação,Número de Inscrição no RGP (PPP ou RAEP),Número de Inscrição na Marinha do Brasil,AB,Comprimento,Propulsão,HP,Capacidade do Porão,Volume do Tanque,Tripulação,Número de Covos,Status,UF,Número da Frota,Código IN,Petrecho
28215,TOMO MARU II,CE00303071,1630046892,48.0,16.73,Motor,218.0,,6000.0,8.0,,Deferida,CE,1.10.001,1.17,1. Linha
28216,TO NA ÁGUA,PR00291587,421M2015002158,,5.5,Remo,,,,1.0,,Deferida,PR,6.04.001,null,6. Diversificada
28217,TO NA BOA,SC00200944,442M2010005865,,5.4,Motor,5.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28218,TONAMI I,PA00042334,0210227842,92.0,19.71,Motor,425.0,,62984.0,6.0,,Deferida,PA,3.02.003,3.3,3. Rede de Arrasto
28219,TONAMI II,PA00042348,0210229233,91.0,19.6,Motor,425.0,,63087.0,6.0,,Deferida,PA,3.02.003,3.3,3. Rede de Arrasto
28220,TÔ NA ONDA,SP00288940,403M2005008514,,4.55,Remo,,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
28221,TO NEM AI,RJ00211627,386M2003000638,,4.9,Motor,9.0,,,2.0,,Deferida,RJ,4.01.002,4.4,4. Rede de Cerco
28222,TO NEM AI,SC00047320,443M2006001073,5.0,8.5,Motor,60.0,,400.0,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28223,TO NEM AI,SC00324931,4430491526,5.0,8.5,Motor,60.0,,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28224,TÔ NEM AÍ DO MAR,RJ00183307,381M2012002322,,6.6,Motor,15.0,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28225,TÔ NEM VENDO,RN00312838,181M2019000661,,5.96,Motor,13.0,,,3.0,,Deferida,RN,6.03.003,6.5,6. Diversificada
28226,TONERA,SC00052507,4410458311,1.0,7.59,Motor,18.0,,,1.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28227,TONHAO,ES00206666,3420041110,1.1,6.0,Motor,11.0,,,4.0,,Deferida,ES,6.03.001,6.6,6. Diversificada
28228,TONHAO IV,RJ00082156,3877046118,7.0,12.0,Motor,90.0,,,3.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
28229,TONHO DA BALACA,SC00323269,4420234407,4.0,8.1,Motor,18.0,,,1.0,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
28230,TONICO,ES00066154,3410144765,15.2,11.15,Motor,,,,7.0,,Deferida,ES,3.02.005,3.5,3. Rede de Arrasto
28231,TONICO DA COSTA,SC00060700,4430117128,61.0,19.9,,240.0,,10000.0,4.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28233,TONINHA,ES00190378,3850009165,3.8,8.5,Motor,,,,3.0,,Deferida,ES,1.02.001,1.3,1. Linha
28234,TONI PESCA 4,PA00147015,0210999373,6.0,11.1,Motor,69.0,,,2.0,,Deferida,PA,1.03.004,1.5,1. Linha
28235,TONI PESCA II,PA00100421,0210984627,7.0,10.25,Motor,29.0,,,,,Deferida,PA,2.00.000,null,2. Rede de Emalhe
28236,Tony,SC00155358,442M2002021615,,5.0,Motor,8.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28237,TONY BLAIR,PA00101515,0210303654,42.0,16.0,Motor,220.0,,20000.0,4.0,,Deferida,PA,1.04.001,1.8,1. Linha
28238,Tony II,SC00154456,442M2002021607,,5.0,Motor,8.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28239,Tony III,SC00155168,442M2006000651,,5.0,Motor,8.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28240,TONY LUAN,CE00306121,1630046973,32.0,14.12,Motor,108.0,,6000.0,7.0,,Deferida,CE,1.01.002,1.1,1. Linha
28241,TOPA TUDO,PR00129349,421M2008003634,,5.64,Remo,,,,1.0,,Deferida,PR,6.04.001,null,6. Diversificada
28242,TOPAZIO AZUL,SP00200268,403M2013001111,,4.3,Motor,15.0,,,,,Deferida,SP,6.03.001,6.6,6. Diversificada
28243,TOP GUN,ES00008178,3420047045,5.5,8.5,Motor,22.0,,,5.0,200.0,Deferida,ES,5.01.001,5.1,5. Armadilha
28244,TOP MODEL,RJ00066104,3870057084,3.9,8.5,Motor,18.0,,,2.0,,Deferida,RJ,1.06.001,1.14,1. Linha
28245,TOPO E MIMI,BA00233791,2810259780,1.3,5.6,Motor,,,,1.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
28246,TOQUINHO I,SC00180319,4410460048,1.0,5.38,Motor,7.5,,,4.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28247,TORA,PR00287288,421M2008001518,,6.8,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28248,TORÁ,SP00314656,4040113136,0.8,4.95,Remo,,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
28249,TORAMAR I,ES00139328,3410144854,7.6,9.95,Motor,120.0,,1600.0,5.0,,Deferida,ES,6.01.001,6.1,6. Diversificada
28250,TORBEN GRAEL,MA00259209,1210139839,,7.36,Motor,,,,,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
28251,TOREZANI,RJ00044768,3870061260,5.0,11.5,Motor,70.0,,,5.0,,Deferida,RJ,4.01.002,4.4,4. Rede de Cerco
28252,TORNADO,RJ00096459,3870061031,,5.1,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28253,TORNADO,RJ00150620,388M2018001631,0.3,4.0,Remo,,0.15,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28254,TORNADO I,SC00196958,4418896236,0.4,5.4,Motor,6.5,0.83,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28256,TORNERO,SC00201926,4410442970,4.0,8.0,Motor,18.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28257,TOROROMA,ES00197318,3410387251,3.2,7.75,Motor,18.0,,50.0,3.0,,Deferida,ES,1.06.001,1.14,1. Linha
28258,TORPEDO III,RJ00099965,3840025621,2.4,7.2,Motor,15.0,,,3.0,,Deferida,RJ,1.02.002,1.7,1. Linha
28259,TORPEDO IV,RJ00121071,3840077346,3.5,7.5,Motor,15.0,,,3.0,,Deferida,RJ,1.02.002,1.7,1. Linha
28260,TORPEDO IV,SC00160065,442M2006001045,,5.3,Motor,,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28261,TORPEDO V,RJ00121067,3840078423,2.5,7.5,Motor,15.0,,,3.0,,Deferida,RJ,1.02.002,1.7,1. Linha
28262,TORPEDO VI,RJ00121047,3840074525,2.2,7.5,Motor,10.0,,,3.0,,Deferida,RJ,1.02.002,1.7,1. Linha
28263,TORPEDO VII,RJ00121017,3840066441,3.4,7.6,Motor,15.0,,,4.0,,Deferida,RJ,1.02.002,1.7,1. Linha
28264,TORTA,PR00116260,421M2010001038,,5.13,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28265,TORTADO,PR00114430,4215516391,0.2,8.34,Remo,,,,3.0,,Deferida,PR,6.04.001,null,6. Diversificada
28267,TORUK MAKTO,SP00327639,403M2021000505,,5.0,Motor,15.0,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
28268,TOSHIMARU,MA00232245,1210128292,2.9,8.0,Motor,13.0,,,,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
28269,TOTE II,SC00060714,4420207914,5.5,9.5,Motor,18.0,,,1.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28270,TOTO,SP00288926,403M2016001412,,5.0,Motor,9.0,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
28271,TOTÓ,SC00338074,445M2022001658,,5.0,"Motor, Remo",5.0,,,1.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28272,TOTÓ I,CE00271597,161M2012000479,,2.61,Vela,,,,2.0,,Deferida,CE,1.07.001,1.15,1. Linha
28273,TOURO I,SP00222646,4030127622,1.0,5.8,Motor,15.0,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
28274,TOYAMA,PA00042356,0210269286,98.0,22.8,Motor,425.0,,62123.0,6.0,,Deferida,PA,3.02.003,3.3,3. Rede de Arrasto
28275,TOYAMA I,PA00006200,0210199440,69.0,19.84,Motor,325.0,,60253.0,5.0,,Deferida,PA,3.02.003,3.3,3. Rede de Arrasto
28276,TOY I,CE00307715,161M2013000991,,3.05,Motor,7.0,,,2.0,,Deferida,CE,2.02.002,2.5,2. Rede de Emalhe
28277,TRAIÇOEIRO,RJ00046156,3810419940,3.6,9.0,Motor,52.0,,,,,Deferida,RJ,2.01.004,null,2. Rede de Emalhe
28278,TRAINEIRA,SP00327531,401M2021003248,,6.7,Motor,15.0,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
28279,TRAINEIRA F,SP00042678,4010348461,9.8,10.0,Motor,115.0,,,2.0,,Deferida,SP,2.04.001,2.4,2. Rede de Emalhe
28280,TRAIRA III,SC00209068,442M2007000138,,4.0,Remo,,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28281,TRAIRÃO,RJ00276187,383M2012001358,,4.5,Remo,,,,1.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28282,TRAMP'S,BA00231095,2930021390,2.1,7.5,Motor,11.0,,,3.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
28283,TRANQUEDO,CE00025414,161M2004000304,,6.49,Vela,,,,5.0,80.0,Deferida,CE,5.01.004,5.3,5. Armadilha
28284,TRANQUILIDADE,BA00255281,2930025069,1.3,5.9,Motor,,,,3.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
28285,TRANSBRASIL II,AP00266880,0220086958,1.71,11.65,Motor,49.0,,400.0,4.0,,Deferida,AP,2.04.004,2.12,2. Rede de Emalhe
28288,TRANSMAR,SC00223606,4410163043,4.3,9.4,Motor,,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28289,TRANSMAR,CE00094415,1610030966,19.2,11.85,Motor,78.0,,5712.0,6.0,300.0,Deferida,CE,5.01.001,5.1,5. Armadilha
28290,TRANSMAR,MA00234099,1210116553,2.0,7.55,Motor,18.0,,,,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
28291,TRANSMAR I,RN00006798,1610055462,27.1,15.49,Motor,260.0,,15000.0,4.0,,Deferida,RN,1.01.002,1.1,1. Linha
28292,TRANSMAR II,RN00002176,2210072263,37.0,15.9,Motor,260.0,,15000.0,4.0,,Deferida,RN,1.01.002,1.1,1. Linha
28293,TRANSMAR III,RN00006348,0210290102,47.1,18.7,Motor,270.0,,25000.0,4.0,,Deferida,RN,1.01.002,1.1,1. Linha
28294,TRANSMAR XV,AL00303395,2412235040,7.0,8.43,Motor,18.0,,,3.0,,Deferida,AL,3.02.005,3.5,3. Rede de Arrasto
28295,TRAVESSIA,RJ00146935,386M2012000841,,6.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28296,TRAVESSIA,BA00188717,2820057632,3.3,7.3,Motor,18.0,,,2.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
28297,TRAVESSIA I,SC00162915,441M2011003397,,3.9,Remo,,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28298,TR CAIO I,CE00041478,1610057911,16.0,12.4,Motor,102.0,,7030.0,6.0,400.0,Deferida,CE,5.01.005,5.4,5. Armadilha
28299,TREIS IRMAOS,CE00037079,161M2006000584,,8.0,Vela,,,,5.0,110.0,Deferida,CE,5.01.004,5.3,5. Armadilha
28300,TREM BALA,RJ00305947,3880000301,6.0,9.3,Motor,80.0,0.3,,2.0,,Deferida,RJ,1.06.001,1.14,1. Linha
28301,TREM BALA,SC00334708,443M2022000859,,7.0,Motor,18.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28302,TREMENDÃO,RJ00206178,3810205346,43.0,18.5,Motor,153.0,,10000.0,7.0,,Deferida,RJ,3.03.001,3.6,3. Rede de Arrasto
28303,TREMENDÃO II,SP00043760,4010114874,,4.76,Motor,8.0,,,,,Deferida,SP,6.03.001,6.6,6. Diversificada
28304,TREME TREME,RN00301635,1810034094,3.0,7.43,Motor,18.0,,,3.0,,Deferida,RN,2.02.002,2.5,2. Rede de Emalhe
28305,TRES AMIGOS,RN00025428,1810049695,6.0,7.7,Motor,50.0,,,5.0,160.0,Deferida,RN,5.01.003,5.2,5. Armadilha
28306,TRÊS AMIGOS,SP00133370,401M2001142426,,4.9,Motor,15.0,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
28307,TRES AMIGOS I,SC00120309,4430122768,1.4,7.07,Motor,18.0,,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28308,TRÊS AMORES,SC00220260,4418905880,1.0,6.77,Motor,16.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28310,TRES ANJOS,SC00270061,441M2009037518,,5.65,Motor,25.0,,,,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
28311,TRES ANJOS,ES00187947,3420046227,3.3,7.8,Motor,18.0,,,4.0,,Deferida,ES,1.02.001,1.3,1. Linha
28312,TRÊS CORAÇÕES,SC00288728,4418916644,1.0,6.88,Motor,18.0,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28313,TRÊS ESTRELAS,CE00107677,1620019639,1.0,6.37,Vela,,,,,80.0,Deferida,CE,5.01.004,5.3,5. Armadilha
28314,TRÊS ILHAS,ES00147685,3410386505,0.8,5.5,Motor,11.0,,5.0,2.0,,Deferida,ES,6.03.001,6.6,6. Diversificada
28315,TRES IRMAES,RN00025436,1810037298,3.2,6.9,Motor,18.0,,,4.0,140.0,Deferida,RN,5.01.001,5.1,5. Armadilha
28316,TRÊS IRMÃES,RJ00170056,387M2010001158,,5.6,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28317,TRES IRMAO,PR00297811,421M2008005815,,4.7,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28318,TRES IRMAOS,SC00163391,441M2008001122,,4.0,Remo,,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28319,TRES IRMAOS,SC00283096,441M2016001769,,5.45,Motor,15.0,,,2.0,,Deferida,SC,6.03.004,6.7,6. Diversificada
28320,TRES IRMAOS,SC00308275,441M2017005896,1.0,6.2,Motor,7.5,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28321,TRES IRMAOS,SC00082106,4410095722,1.8,8.0,Motor,18.0,1.2,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28323,TRÊS IRMÃOS,BA00209674,2818894778,2.0,7.17,Motor,1.15,,,1.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
28324,TRÊS IRMÃOS,BA00231925,2930017856,2.3,7.4,Motor,18.0,,,3.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
28325,TRÊS IRMÃOS,RJ00130234,387M2011004092,,4.5,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28326,TRÊS IRMÃOS,PR00283214,421M2011002913,,4.45,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28327,TRÊS IRMÃOS,SC00176496,443M2008001430,,4.6,Remo,,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28328,TRÊS IRMÃOS,RJ00202380,387M2004000348,,5.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28329,TRÊS IRMÃOS,SC00198618,4430475075,2.0,7.7,Motor,22.0,,20.0,3.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28330,TRÊS IRMÃOS,SC00325695,441M2020004997,1.0,6.0,Motor,15.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28331,TRÊS IRMÃOS DE SALVATERRA,PA00048866,0210300612,3.3,11.45,Motor,16.0,,,3.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
28332,TRÊS IRMÃOS FS,CE00287416,162M2014000031,,4.0,"Motor, Vela",10.0,,,,,Deferida,CE,2.02.002,2.5,2. Rede de Emalhe
28333,TRES IRMAOS I,SC00082086,4430119040,7.2,8.95,Motor,45.0,3.8,,1.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28334,TRÊS IRMÃOS I,RN00259305,1810048940,2.3,7.0,Motor,,,,4.0,,Deferida,RN,5.01.006,5.9,5. Armadilha
28335,TRÊS IRMÃOS I,SC00162225,4430118329,1.8,7.36,Motor,10.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28336,TRÊS IRMÃOS I,PE00228928,2210118301,4.4,8.5,Motor,22.0,,,3.0,,Deferida,PE,2.02.005,2.7,2. Rede de Emalhe
28337,TRES IRMAOS II,SC00200168,4430120846,2.5,8.3,Motor,18.0,3.1,20.0,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28338,TRÊS IRMÃOS II,PR00280234,421M2008001763,,5.5,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28340,TRÊS IRMÃOS IV,PR00060736,4211466305,1.5,8.48,Motor,90.0,,,2.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
28341,TRES IRMAS,SC00156954,4410461231,1.0,5.16,Motor,6.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28342,TRES IRMAS,SC00068610,4440022154,2.3,8.5,Remo,,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28343,TRES IRMAS,RS00039371,4630032550,19.2,14.48,Motor,110.0,,,4.0,,Deferida,RS,2.04.001,2.4,2. Rede de Emalhe
28344,TRES IRMÃS,RJ00161321,3860003224,3.0,8.5,Motor,13.0,,,2.0,,Deferida,RJ,1.02.002,1.7,1. Linha
28345,TRÊS iRMÃS,PR00296607,421M2015001925,,5.0,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28346,TRÊS IRMÃS,RJ00130636,387M2010002430,,6.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28347,TRÊS IRMÃS,RJ00221318,386M2012001227,,6.2,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28348,TRÊS IRMÃS,SC00207208,442M2007006489,,5.5,Remo,,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28349,TRÊS IRMÃS,SC00296245,4430482152,2.3,8.5,Remo,,,,2.0,,Deferida,SC,6.08.001,6.8,6. Diversificada
28350,TRÊS IRMÃS,SC00343587,4418930566,1.0,7.85,Remo,,,,6.0,,Deferida,SC,6.08.004,6.11,6. Diversificada
28351,TRES J,SP00082078,4030139973,2.6,6.7,Motor,18.0,,,2.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
28352,TRÊS LAGOAS,PR00066118,9620208684,0.9,5.8,Motor,6.0,,,1.0,,Deferida,PR,6.03.004,6.7,6. Diversificada
28353,TRES MARIAS,RJ00136758,3840074193,4.3,8.5,Motor,40.0,,,1.0,,Deferida,RJ,1.06.001,1.14,1. Linha
28354,TRÊS MARIAS,RN00309437,1818894998,16.0,10.81,Motor,120.0,,,6.0,,Deferida,RN,1.10.001,1.17,1. Linha
28355,TRÊS MARIAS,SC00344211,442M2014002483,1.99,4.6,Motor,18.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28356,TRES MENINAS,RJ00082064,3877041876,9.1,12.0,Motor,,,,3.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
28357,TRÊS MENINAS,SC00342995,4430504539,5.1,8.43,Motor,18.0,,,2.0,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
28362,TRES MOITA,CE00032107,161M2007004334,,4.32,Vela,,,,3.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
28363,TRÊS NETOS,SC00257885,4430482934,8.0,8.8,Motor,60.0,,,2.0,,Deferida,SC,1.01.001,1.2,1. Linha
28364,TRÊS NETOS,RJ00146157,387M2007000682,,5.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28365,TRÊS NETOS,SC00120491,4418895868,4.0,7.9,Motor,11.0,,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28367,TRESOR,RJ00311676,384M2001002064,,4.8,Motor,9.0,,,3.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28368,TRÊS PANTERAS,RJ00125607,387M2011002961,,4.2,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28369,TRÊS PODERES,MA00234429,1210123819,7.5,10.34,Motor,60.0,,,,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
28370,Tres Poderes I,MA00128281,1210107040,3.6,8.4,Motor,18.0,,120.0,3.0,,Deferida,MA,2.00.000,null,2. Rede de Emalhe
28371,TRES PRIMOS AMIGOS,RJ00243568,3810452939,1.9,8.5,Motor,45.0,,,4.0,,Deferida,RJ,3.03.001,3.6,3. Rede de Arrasto
28372,TRES PRINCESAS,SP00082048,4010650079,2.5,8.5,Motor,60.0,1.1,,3.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
28373,TRÊS RIOS,RJ00107821,387M2007001000,,7.7,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28374,TREVO,SC00189087,4410458540,1.0,6.07,Motor,7.0,,,3.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28375,TREZ NETOS,SC00270885,443M2009041962,,4.97,Motor,4.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28376,TRIBAUNA I,BA00208390,2930031000,2.0,7.0,Motor,18.0,,,3.0,,Deferida,BA,1.06.003,1.12,1. Linha
28377,TRIBUZANA,SC00269014,442M2002005610,,5.83,Motor,15.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28378,TRIBUZANA,SC00326047,441M2020002641,1.0,4.4,Motor,3.0,,,,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28379,TRIBUZANA,SC00332086,441M2018002404,,6.7,Remo,,,,5.0,,Deferida,SC,6.08.004,6.11,6. Diversificada
28380,TRIBUZANA,SC00162395,4450085965,1.9,7.47,Motor,11.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28381,TRICA FERRO,PR00290949,421M2012001852,,5.55,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
28382,TRI CAMPEAO II,RJ00003338,3810074594,29.0,16.27,Motor,153.0,,8000.0,4.0,,Deferida,RJ,1.02.002,1.7,1. Linha
28383,TRI CAMPEÃO III,RJ00049488,3810005291,26.0,17.2,Motor,270.0,,,,,Deferida,RJ,1.02.002,1.7,1. Linha
28384,TRICIA II,SC00167497,4450086104,0.9,6.4,Motor,11.0,,,4.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28385,TRICOLOR,CE00100851,1610058607,,12.4,Motor,,,,6.0,400.0,Deferida,CE,5.01.001,5.1,5. Armadilha
28386,TRICOLOR,RJ00082036,3850004724,4.7,9.5,Motor,33.0,,,3.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
28387,TRILHA I,RJ00334400,386M2022000506,,4.8,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
28388,TRIMAR,RJ00046634,3820073701,14.5,11.5,Motor,60.0,,,4.0,,Deferida,RJ,4.01.002,4.4,4. Rede de Cerco
28389,TRIMAR,SC00082014,4410450026,2.0,8.0,Motor,18.0,1.5,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28390,TRIMAR,SP00101589,4030156037,13.4,11.0,Motor,130.0,,6582.0,3.0,,Deferida,SP,3.03.001,3.6,3. Rede de Arrasto
28391,TRIMAR I,SP00007618,4010555599,96.0,21.94,Motor,291.0,,40000.0,6.0,,Deferida,SP,3.03.001,3.6,3. Rede de Arrasto
28392,TRIMAR II,SP00012207,4610041120,95.0,23.7,Motor,355.0,,20000.0,4.0,,Deferida,SP,4.01.005,4.2,4. Rede de Cerco
28393,TRIMAR III,SP00012211,4010588314,93.0,23.7,Motor,300.0,,20000.0,4.0,,Deferida,SP,4.01.005,4.2,4. Rede de Cerco
28394,TRIMAR IV,SP00012225,3810214477,74.0,21.8,Motor,270.0,,20000.0,,,Deferida,SP,5.02.002,5.10,5. Armadilha
28395,TRIMAR VIII,SP00012237,4010555475,85.0,21.94,Motor,300.0,,20000.0,,,Deferida,SP,4.01.002,4.4,4. Rede de Cerco
28398,TRIMAR XV,SP00004624,4010649968,87.0,21.94,Motor,300.0,,35000.0,6.0,,Deferida,SP,4.01.005,4.2,4. Rede de Cerco
28400,TRIMAR XVI,SP00255219,4430487898,260.0,34.0,Motor,640.0,,50000.0,21.0,,Deferida,SP,4.01.005,4.2,4. Rede de Cerco
28401,TRIMAR XVII,SP00255207,4430489009,260.0,34.0,Motor,600.0,,50000.0,5.0,,Deferida,SP,4.01.005,4.2,4. Rede de Cerco
28402,TRIMAR XVIII,SP00297807,4430494754,260.0,34.0,Motor,600.0,,39470.0,4.0,,Deferida,SP,4.01.001,4.1,4. Rede de Cerco
28404,TRINDADE,SC00053465,4420204508,3.4,9.0,Motor,22.0,,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28405,TRINDADE,ES00081998,3410145257,3.6,7.5,Motor,,,,4.0,,Deferida,ES,3.02.002,3.9,3. Rede de Arrasto
28406,TRINDADE,SP00082000,4030131425,6.7,9.2,Motor,33.0,,,2.0,,Deferida,SP,3.02.004,3.8,3. Rede de Arrasto
28408,TRINTA REIS,SC00248380,442M2013002025,,6.0,Motor,15.0,,,1.0,,Deferida,SC,6.03.004,6.7,6. Diversificada
28409,TRINTA REIS,SC00328277,441M2012003184,1.0,4.6,Motor,5.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28410,TRINTA REIS,SC00225428,441M2003003605,,4.8,Motor,11.0,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28411,TRINTA RÉIS,SC00304581,441M2016006159,1.0,6.0,Motor,15.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28412,TRINTA RÉIS,SC00324349,4418921281,2.0,7.07,Motor,33.0,,,3.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28413,TRISTAR,ES00025450,3420045468,5.8,9.3,Motor,40.0,,,6.0,220.0,Deferida,ES,5.01.004,5.3,5. Armadilha
28414,TRISTIZINHA,SC00323079,4418923942,1.0,6.86,Motor,9.0,0.67,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28415,TRITÃO,BA00186837,2930024038,5.4,11.0,Motor,60.0,,500.0,5.0,,Deferida,BA,1.06.003,1.12,1. Linha
28416,TRITÃO,SC00288736,441M2016005012,,4.47,Motor,8.0,,,1.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
28417,TRITAO I,SC00068590,4420206322,3.0,8.5,Motor,24.0,,450.0,1.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
28421,TRIUNFO,SC00227886,4410103415,1.5,7.0,Motor,18.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
28422,TRIUNFO,BA00261428,2930023376,2.8,7.5,Motor,18.0,,,,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
